abstract,authors,n_citation,references,title,venue,year,id
"This paper shows that a well-known causal PD controller plus feedforward solves the global output feedback tracking control problem of robot manipulators, by requiring only the existence of the robot natural damping, no matter how small. To this end, we first demonstrate that a robot controlled by a causal PD is globally input-to-state stable (ISS) with respect to a bounded input disturbance. Then, we prove that the addition of a feedforward compensation renders the error system uniformly globally asymptotically stable. Furthermore, we present a possible extension to more general nonlinear systems and also to uncertain systems.","['Eduardo V. L. Nunes', 'Liu Hsu']",18,"['0b595d8b-54f7-4d1f-8a02-872bd25557fc', '1c46fd1c-e780-4a28-a634-237b81ad35e7', '20a9feaa-fb0a-413a-930c-84ef98822610', '74b49066-da84-42ea-82f8-69140bafeaa1', '76bf42d1-6382-4522-b280-0108be8f60ac', '845aa4ee-e7a3-4567-b9a4-087a1c34bd27', '88693472-e98e-42a7-a480-0097065c100c', '8e1f94ec-71a9-47b4-a95d-1c9695f904db', '91c6ce2b-0bed-4240-bce4-a1f50789c808', 'b5d9fe99-8fc4-4a9b-962f-5847e11e4948', 'ba92f4f3-bb55-44ea-8217-b4e9a87db3ff', 'cedd4299-223d-4d2a-817d-0e6e2256d30e', 'd774c5e3-c5a6-4f9a-bc4c-fce08ecce9fa']",Global tracking for robot manipulators using a simple causal pd controller plus feedforward,Robotica,2010,4b00149d-bee3-4684-8f22-77386920ebfb
"We discuss the problem of developing performance-oriented software and the need for methodologies. We then present the EDPEPPS (Environment for Design and Performance Evaluation of Portable Parallel Software) approach to the problem of designing and evaluating high-performance (parallel) applications. The EDPEPPS toolset is based on a rapid prototyping philosophy, where the designer synthesises a model of the intended software which may be simulated, and the performance is subsequently analysed using visualisation. The toolset combines a graphical design tool, a simulation facility, and a visualisation tool. The same design is used to produce a code suitable for simulation and real execution.","['George R. R. Justo', 'P. Vekariya', 'T. Delaitre', 'Jamal Zemerly', 'Stephen Winter']",50,"['29fb4215-67a2-4edc-9f50-8fdf144480c1', '3a8a1a94-588e-4dc5-82fb-cd8859a04ef6', '551066b9-6490-4af4-801e-9202d5ce0850', '5ff3b400-df82-456b-954d-be5c840a8d36', '767ca60f-f09c-4b52-b663-38a8d34b8b3f', '7e5f03ef-c767-4012-a83d-f4c24a727333', '8ca0cbb1-f6c5-4cd6-a69b-3c310075364d', 'ab57c749-f9cc-4869-8af9-b41457677cba', 'ae69de63-d494-4714-8138-edd08ee0144c', 'be0a34be-68ac-438e-b3a4-a242ceef72f5', 'c40bffa2-02cc-4e6f-8484-40a6132b608f', 'efdbc2da-a3b4-476d-88e3-668147eb9117']",Prototype-oriented development of high-performance systems,,1997,4b0036e0-b8f9-4ffe-80d5-b86321b33a18
"In this paper, a strategy for controlled pushing is presented for microassembly of 4.5 mum polystyrene particles on a flat glass substrate using an atomic force microscope probe tip. Real-time vision based feedback from a CCD camera mounted to a high resolution optical microscope is used to track particle positions relative to the tip and target position. Tip-particle system is modeled in 2D as a nonholonomic differential drive robot. Effectiveness of the controller is demonstrated through experiments performed using a single goal position as well as linking a series of target positions to form a single complex trajectory. Cell decomposition and wavefront expansion algorithms are implemented to autonomously locate a navigable path to a specified target position. Control strategy alleviates problem of slipping and spinning during pushing.","['Nicholas A. Lynch', 'Cagdas D. Onal', 'Eugenio Schuster', 'Metin Sitti']",50,"['36bc3241-f1f3-4f5b-a6e6-8b079a6265dc', '7e207534-5e9a-437b-b9bd-62246440459b', 'f35d4936-eda4-4fd0-934c-df6e707724da', 'fa04b9de-0a9c-43b0-acd7-e7d49e7ef07d']",A Strategy for Vision-Based Controlled Pushing of Microparticles,international conference on robotics and automation,2007,4b005673-9522-4be8-b96c-e4a6b2899218
"On Disney's  Big Hero 6 , we needed to create the city of  San Fransokyo  with unparalleled levels of visual complexity. The cityscape has more buildings and more geometry than any prior Disney film. Inhabiting this city are hundreds of unique characters, each performing a high caliber of animation individually and as a group. These challenges prompted a major upgrade to our existing crowd pipeline and the development of several new technologies in authoring crowd characters, generating crowd animation cycles, and instancing crowds for rendering.","['Yasser Hamed', 'John Kahwaty', 'Andy Lin', 'Evan Goldberg', 'Lawrence Chai']",1,,Crowd character complexity on Big Hero 6,international conference on computer graphics and interactive techniques,2015,4b005787-f5a2-4087-845a-007f9a4f5ee7
"This paper provides two contributions to the study of programming languages and middleware for real-time and embedded applications. First, we present the empirical results from applying the RTJPerf benchmarking suite to evaluate the efficiency and predictability of several implementations of the real-time specification for Java (RTSJ). Second, we describe some of the techniques used to develop jRate, which is an open-source ahead-of-time-compiled implementation of RTSJ we are developing. Our results indicate that RTSJ implementations are maturing to the point where they can be applied to a variety of real-time embedded applications.","['Angelo Corsaro', 'Douglas C. Schmidt']",92,"['42c4f67e-2639-42bf-ad14-9d2867978a6c', '61ec6389-ba3c-4d51-8cb8-e5da16e8490f', '64047743-08c1-4f69-923e-5c3a09e77f84', '69ba9e16-fcb2-432e-881c-32c58f40ea5d', '9daf792c-30a7-4034-b05a-8620ca256d78', 'acfdd40c-fbd1-4156-9493-2714411e53dc']",Evaluating real-time Java features and performance for real-time embedded systems,real time technology and applications symposium,2002,4b006e5f-fe27-4c61-af40-fe5067f97537
"Distributed search problems are ubiquitous in Artificial Life (ALife). Many distributed search problems require identifying a rare and previously unseen event and producing a rapid response. This challenge amounts to finding and removing an unknown needle in a very large haystack. Traditional computational search models are unlikely to find, nonetheless, appropriately respond to, novel events, particularly given data distributed across multiple platforms in a variety of formats and sources with variable and unknown reliability. Biological systems have evolved solutions to distributed search and response under uncertainty. Immune systems and ant colonies efficiently scale up massively parallel search with automated response in highly dynamic environments, and both do so using distributed coordination without centralized control. These properties are relevant to ALife, where distributed, autonomous, robust and adaptive control is needed to design robot swarms, mobile computing networks, computer security systems and other distributed intelligent systems. They are also relevant for searching, tracking the spread of ideas, and understanding the impact of innovations in online social networks. We review design principles for Scalable Robust, Adaptive, Decentralized search with Automated Response (Scalable RADAR) in biology. We discuss how biological RADAR scales up efficiently, and then discuss in detail how modular search in the immune system can be mimicked or built upon in ALife. Such search mechanisms are particularly useful when components have limited capacity to communicate and when physical distance makes communication more costly.","['Melanie E. Moses', 'Soumya Banerjee']",29,"['48ecd701-fd6b-4122-92a3-80c689394d07', '6e6cac85-1ca8-4d49-8e16-aa3d353fc20a', '71dfe3af-6e1c-4ae8-b263-0dbaf3874c35', '960d84f3-70a1-46a8-aa2c-fc9b9d3f54e6', 'aec078a0-b505-41bd-b639-d3ced2091e3d', 'c296a140-eeb4-413c-9a1e-7453fa768c11', 'ee3257d9-48a4-43ac-80e1-8b8fae9ff743', 'f314338a-5ebb-4387-bf03-4fe2435fff50']","Biologically inspired design principles for Scalable, Robust, Adaptive, Decentralized search and automated response (RADAR)",Artificial Life,2011,4b008e26-27c5-4073-bcaa-4075e8a14afe
"Distributed computing environments have evolved from in-house clusters to Grids and now Cloud platforms. We, as others, provide HPC benchmarks results over Amazon EC2 that show a lower performance of Cloud resources compared to private resources., So, it is not yet clear how much of impact Clouds will have in high performance computing (HPC). But hybrid Grid/Cloud computing may offer opportunities to increase overall applications performance, while benefiting from in-house computational resources extending them by Cloud ones only whenever needed. In this paper, we advocate the usage of Proactive, a well established middleware in the grid community, for mixed Grid/Cloud computing, extended with features to address Grid/Cloud issues with little or, no effort for application developers. We also introduce a framework, developed in the context of the Disco Grid project, based upon the Proactive middleware to couple HPC domain-decomposition SPMD applications in heterogeneous multi-domain environments. Performance results, coupling Grid and Cloud resources for the execution of such, kind of highly communicating and processing intensive applications, have shown an overhead of about 15%, which is a non-negligible value, but lower enough to consider using such environments to achieve a better cost-performance trade-off than using exclusively Cloud resources.","['Brian Amedro', 'Françoise Baude', 'Fabrice Huet', 'Elton N. Mathias']",5,"['687d3bd6-9490-4537-9b51-5a3adcccb80c', '891fe542-b949-48ac-bd46-10dc8a4291f4', '8f50c26e-7a19-450b-ae91-43fc9826428f', 'b907916e-6101-4a14-bf81-23a79b07f276', 'c524846d-16c0-4f35-9317-02d6622b9923', 'dd7ee794-a19c-47d2-b811-19a5dbfe7448', 'f320820a-587c-4bfb-8328-ef945af1dd60']",Combining Grid and Cloud Resources by Use of Middleware for SPMD Applications,ieee international conference on cloud computing technology and science,2010,4b00a23c-a843-4fa4-9a14-9dffc0764f19
"As scientific data sets grow exponentially in size, the need for scalable algorithms that heuristically partition the data increases. In this paper, we describe the three-step evolution of a hierarchical partitioning algorithm for large-scale spatio-temporal scientific data sets generated by massive simulations. The first version of our algorithm uses a simple top-down partitioning technique, which divides the data by using a four-way bisection of the spatio-temporal space. The shortcomings of this algorithm lead to the second version of our partitioning algorithm, which uses a bottom-up approach. In this version, a partition hierarchy is constructed by systematically agglomerating the underlying Cartesian grid that is placed on the data. Finally, the third version of our algorithm utilizes the intrinsic topology of the data given in the original scientific problem to build the partition hierarchy in a bottom-up fashion. Specifically, the topology is used to heuristically agglomerate the data at each level of the partition hierarchy. Despite the growing complexity in our algorithms, the third version of our algorithm builds partition hierarchies in less time and is able to build trees for larger size data sets as compared to the previous two versions.","['Chuck Baldwin', 'Tina Eliassi-Rad', 'Ghaleb Abdulla', 'Terence Critchlow']",11,"['4e0809ea-8570-45a9-915c-1990d2738205', '5596d5cf-16a5-40d1-a4f3-e8e258478d4e', 'ab303706-3c44-43a4-bf7d-bbc746b64d37']",The evolution of a hierarchical partitioning algorithm for large-scale scientific data: three steps of increasing complexity,statistical and scientific database management,2003,4b00d3b9-9bbe-46d2-a405-30a294d8104f
"We address special cases of a question of Eisenbud on the ideals of secant varieties of Veronese re-embeddings of arbitrary varieties. Eisenbud's question generalizes a conjecture of Eisenbud, Koh and Stillman (EKS) for curves. We prove that set-theoretic equations of small secant varieties to a high degree Veronese re-embedding of a smooth variety are determined by equations of the ambient Veronese variety and linear equations. However this is false for singular varieties, and we give explicit counter-examples to the EKS conjecture for singular curves. The techniques we use also allow us to prove a gap and uniqueness theorem for symmetric tensor rank. We put Eisenbud's question in a more general context about the behaviour of border rank under specialisation to a linear subspace, and provide an overview of conjectures coming from signal processing and complexity theory in this context.","['Jarosław Buczyński', 'Adam Ginensky', 'J. M. Landsberg']",58,['3613a505-e51d-4689-bb98-626bc7b196d5'],Determinantal equations for secant varieties and the Eisenbud-Koh-Stillman conjecture,Journal of The London Mathematical Society-second Series,2013,4b00f09e-fb20-43cc-bce2-c84006cf57d5
"Today’s vehicles include a complex network of programmableelectronic control units with software components. Avehicle’s electric and electronic (EE) architecture has to bemodeled in an early design phase to evaluate design alternatives.The tool PREEvision offers possibilities to modelEE-architectures considering feature function networks,function networks, component networks as well as wiringharness and the respective mappings.The software architecture specified by AUTOSAR separateshardware dependent and hardware independent softwaremodules. This allows the mapping of hardware independentsoftware applications to different hardware platforms.Hardware-in-the-Loop (HiL) is an established technologyfor testing electronic control units (ECU) and to assurequality. HiL-test-systems (HiL-TS) simulate the ECU’sfunctional environment (car, driver, road, tires, etc.) andadditionally offers the possibility to insert logical faults aswell as electrical faults (short circuit, open load, etc.).Mostly, this HiL-simulation is individually engineered forevery single ECU.This paper introduces a concept for the automated supportof such simulations. This includes the derivation of relevantinformation from the model of the EE-architecture as wellas the portation of the AUTOSAR software architecture tothe HiL-TS. Following this concept, engineering costs canbe reduced and the quality and correctness of the simulationincreased.","['Martin Hillenbrand', 'Klaus D. Müller-Glaser']",50,[],An Approach to Supply Simulations of the Functional Environment of ECUs for Hardware-in-the-Loop Test Systems Based on EE-architectures Conform to AUTOSAR,rapid system prototyping,2009,4b010e64-4601-413d-b8cd-d8554b40e242
